waterfront	滨水地区
rancheria	墨西哥牧者的住房
rancheria	印第安人村落
sunstar	海盘车
sunstar	海星
sunstar	星鱼
photolith	=photolithographic
maintopmast	主桅
shacklebone	腕
stool	凳子
stool	大便
stool	厕所
stool	长新枝
stool	诱捕
traducement	诽谤
traducement	中伤
galvanizer	激励者
galvanizer	电镀器
galvanizer	电镀工
gemination	成双
gemination	成对
gemination	成倍
gemination	重叠
gemination	重复
gemination	双生
gemination	并生
cytomembrane	细胞膜
protium	三种氢的同位素中质量最轻者
plexor	叩诊槌
frameable	=framable
unwarranted	无根据的
unwarranted	无根据
unwarranted	未获保证的
unwarranted	未获保证
unwarranted	无保证的
unwarranted	无保证
unwarranted	未获承认的
unwarranted	未获承认
dukedom	公爵领地
dukedom	公爵领
dukedom	公爵爵位
wcdma	Wideband
wcdma	Code
wcdma	Division
wcdma	Multiple
wcdma	Access
wcdma	宽带码分多址
ichneumon	姬蜂
foco	中心
foco	游击活动中心
reran	重新开动
reran	重新进行
perdue	隐藏的
perdue	隐藏
perdue	看不见的
perdue	看不见
perdue	执行危险任务的士兵
perdue	敢死队员
hedera	常春藤属
bawcock	好汉
accomplished	完成的
accomplished	完成
accomplished	熟练的
accomplished	熟练
accomplished	多才多艺的
accomplished	多才多艺
truffled	用块菌烹调的
truffled	用块菌烹调
truffled	用块菌填馅的
truffled	用块菌填馅
retinite	树脂石
look	看
look	注视
look	脸色
look	面容
look	外表
look	看
look	注意
look	朝着
look	好象
look	显得
look	显
look	打量
look	注视
look	用眼神表示
look	期待
procuress	老鸨
procuress	做淫媒的女人
touter	招徕顾客者
saltirewise	成X形地
saltirewise	成X形
unmarketable	滞销的
unmarketable	滞销
complicate	变复杂
baldpate	秃头的人
chu	centigrade
chu	heat
chu	unit百分温标热单位
chu	摄氏热单位
bovid	牛科的
bovid	牛科
nonsulphide	不含硫化物的
nonsulphide	不含硫化物
quipu	古秘鲁人的结绳文字
reestablish	重建
reestablish	使复原
reestablish	使复位
almswoman	受救济的女人
almswoman	依赖施舍生活的女性贫民
longbow	大弓
longbow	长弓
mellifluence	甘美
mellifluence	流畅
vasoconstricting	9veIzEJkEn`stve/9veIzEJkEn`strIktIN/
vasoconstricting	血管收缩的
vasoconstricting	血管收缩
polycotyl	多子叶植物
pergamum	帕加马
bioinorganic	生物无机的
bioinorganic	生物无机
eulamellibranch	真瓣鳃目动物
faesulae	为意大利费苏里的古名
inacceptable	不能接受的
inacceptable	不能接受
inacceptable	不够格的
inacceptable	不够格
inacceptable	达不到的
inacceptable	达不到
lilt	唱轻快的调子
lilt	轻快地动
lilt	轻快活泼的调子
lilt	轻快的动作
kerfuffle	混乱
kerfuffle	动乱
kerfuffle	使混乱
kerfuffle	弄乱
tangelo	蜜柑与柚子的杂交植物或其果实
trocar	套管针
grounding	接地
grounding	接
grounding	基础
grounding	底色
rhetic	=Rhaetic
reclinate	向下弯曲的
reclinate	向下弯曲
reclinate	下垂的
reclinate	下垂
gymnasium	健身房
gymnasium	体育馆
hyperspatial	超空间的
hyperspatial	超空间
jeon	钱
chantress	女吟唱者
homologue	相当或相同事物
homologue	同族体
spoliative	使血量减少的
spoliative	使血量减少
ducal	公爵的
ducal	公爵
ducal	公爵领地的
ducal	公爵领
ducal	象公爵的
ducal	象公爵
acerbate	使发怒
acerbate	使烦恼
acerbate	恼怒的
acerbate	恼怒
echini	echinus的复数
endow	捐赠
endow	赋予
oversophisticate	过于世故的人
semiretractile	能半缩回的
semiretractile	能半缩回
authentification	证实
authentification	认可
campanero	钟鸟
contra	反对
contra	相反
contra	反对地
contra	反对
contra	相反地
contra	相反
starling	八哥
postdoc	=postdoctoral
agglutinate	粘着的
agglutinate	粘着
agglutinate	胶合的
agglutinate	胶合
agglutinate	使……粘着
agglutinate	成胶状
agglutinate	粘合
farinaceous	谷粉制的
farinaceous	谷粉制
farinaceous	含淀粉的
farinaceous	含淀粉
farinaceous	粉状的
farinaceous	粉状
father	父亲
father	岳父
father	公
father	祖先
father	前辈
father	长辈
father	神父
father	创始者
father	当……的父亲
father	保护
father	创立
father	治理
father	发明
father	培养
scruffy	肮脏的
scruffy	肮脏
scruffy	不整洁的
scruffy	不整洁
scruffy	破旧的
scruffy	破旧
rupestrine	生长在岩石上的
rupestrine	生长在岩石上
rupestrine	生长在岩石丛中的
rupestrine	生长在岩石丛中
brage	=Bragi
lithotrite	碎石钳
pseudologue	幻想性谎语癖患者
pseudologue	不能自我控制的说谎者
orchardist	果树栽培者
orchardist	果园主
psychotechnics	=psychotechnology
misapprehension	误会
misapprehension	误解
belee	置之下风
pedler	=pedlar
submerged	在水中的
submerged	在水中
submerged	淹没的
submerged	淹没
prosthetics	弥补术
focometer	焦距计
discerptible	可分开的
discerptible	可分开
discerptible	可拆开的
discerptible	可拆开
heteroplasia	发育异常
delightful	令人愉快的
delightful	令人愉快
delightful	可喜的
delightful	可喜
excerpta	摘要
excerpta	节录
tonicity	强壮
tonicity	肌肉弹性
seif	=seif
seif	dune
daemon	Internet中用于邮件收发的后台程序
haemachrome	血红素
haemachrome	血色素
quizzee	被测验者
playfellow	游伴
episternum	上胸骨
episternum	胸骨上端
reptiliform	似爬虫的
reptiliform	似爬虫
subito	骤起地
subito	骤起
subito	急速地
subito	急速
insist	坚持
insist	强调
pilotage	领港
minimum	最小的
minimum	最小
minimum	最低的
minimum	最低
minimum	最小值
minimum	最小化
gentlepeople	=geIItlefolk
puppeteer	操纵木偶的人
puppeteer	操纵傀儡
amphipod	片脚类动物
interlineation	行间书写
scaredy	cat=''fraid
scaredy	cat
settling	沉淀物
cyclic	轮转的
cyclic	轮转
cyclic	循环的
cyclic	循环
emodin	大黄素
emodin	泻素
runagate	叛离者
runagate	逃亡者
backvelder	偏僻闭塞的乡村地区
nato	North
nato	Atlantic
nato	Treaty
nato	Organization
nato	北大西洋公约组织
agglomerant	粘结剂
agglomerant	凝聚剂
dihydrotachysterol	二氢速留醇
enchiridion	手册
enchiridion	指南
enchiridion	便览
eupnea	呼吸正常
eupnea	平静呼吸
modernization	现代化
misology	厌恶议论
exerciser	做运动的人
exerciser	肌肉锻练器具
acrotism	弱脉
dewclaw	假蹄
interflow	交流
interflow	交流
chaparral	丛林
chaparral	茂密的树丛
repercussion	弹回
repercussion	反响
repercussion	反射
radiogeology	放射地质学
tipstaff	执法人员
fairground	举行赛会的场所
fairground	露天市场
chelated	螯合
chelated	钳合
partialize	使偏向一方
partialize	使偏心
partialize	偏向一方
partialize	偏袒
kef	麻醉剂
kef	麻醉品的迷幻状态
highbred	良种的
highbred	良种
lustral	清垢的
lustral	清垢
lustral	去邪的
lustral	去邪
antitheses	对照
antitheses	对立的
antitheses	对立
antitheses	对比法
valuably	有价值地
valuably	有价值
valuably	有益地
valuably	有益
sazan	萨赞岛
laurdalite	歪霞正长岩
cyrillic	古代斯拉夫语的字母
newfangle	=newfangled
piles	痔
piles	痔疮
forearm	前臂
forearm	准备战斗
forearm	预先武装
forearm	准备
reinterrogate	重新审问
reinterrogate	再审讯
nofault	无责任的
nofault	无责任
nodulated	节的
nodulated	节
nodulated	小节的
nodulated	小节
nodulated	结节状的
nodulated	结节状
wooftah	=poofter
yetta	耶特
gadzooks	温和的诅咒语
solidness	坚硬
solidness	厚重
gemeinschaft	礼俗社会
inconsiderately	不替别人考虑地
inconsiderately	不替别人考虑
inconsiderately	考虑不周地
inconsiderately	考虑不周
inconsiderately	轻率地
inconsiderately	轻率
public	公众
public	人群
public	公共场所
public	公众的
public	公众
public	公共的
public	公共
public	公立的
public	公立
public	公用的
public	公用
rerelease	再发行
ambatch	田皂角
ovulary	=ovular
expansionist	扩张主义者
expansionist	领土扩张论者
expansionist	扩张主义的
expansionist	扩张主义
symphilous	客栖的
symphilous	客栖
totalling	总计
totalling	共计
dimsighted	视力差的
dimsighted	视力差
dimsighted	缺乏洞察力的
dimsighted	缺乏洞察力
noble	高尚的
noble	高尚
noble	贵族的
noble	贵族
noble	高贵的
noble	高贵
noble	贵族
forecheck	在对方守区内阻截对方球员
forecheck	前场阻截
overprescription	开药过量
overprescription	过量的处方
moan	呻吟
moan	哀悼
moan	呼啸
moan	发出呻吟声
moan	抱怨
moan	哀悼
moan	呻吟
traveller	旅行者
nestful	满巢
nestful	满窝
germanize	成德国式
germanize	德国化
germanize	译成德文
glomerate	集合成球状的
glomerate	集合成球状
glomerate	密集成簇的
glomerate	密集成簇
precursory	先驱的
precursory	先驱
gentes	氏族
sinbad	辛巴德
somaplasm	=somatoplasm
forging	锻炼
forging	伪造
korinthos	为Corinth之希腊文名称
popple	荡漾
popple	汹涌
popple	起泡翻滚
popple	荡漾
popple	汹涌
cisco	加拿大白鲑
cisco	Cisco系统公司是企业网络产品的全球领先供应商
photorespiration	光呼吸
uraniscus	星形装饰物
semitize	使闪米特化
thuggism	暗杀
palooka	差劲的运动员
palooka	笨手笨脚的人
shikker	=shicker
unlimited	无限的
unlimited	无限
unlimited	无约束的
unlimited	无约束
sonic	音速的
sonic	音速
dear	昂贵的
dear	昂贵
dear	亲爱的
dear	亲爱
dear	Oh
dear	～!
gather	集合
gather	聚集
gather	集合
gather	聚集
gather	渐增
gather	蹙眉
gather	化脓
gather	使聚集
gather	搜集
gather	积聚
gather	推断
wisconsin	威斯康星州
pooh	轻视之声
pooh	使疲倦
pyrognostics	吹管试验特性
moonlighting	夜间活动
moonlighting	夜袭
moonlighting	从事第二职业
caesarist	帝政主义者
expressway	高速道路
pommel	前鞍
outscriber	输出记录机
whenas	然而
whenas	而
debit	借方
debit	借
debit	记入借方
desquamate	剥落
desquamate	脱落
desquamate	脱皮
piedmont	山麓地带
piedmont	山麓的
piedmont	山麓
deuterogamy	再婚
deuterogamy	再嫁
deuterogamy	再娶
spongoid	海绵状的
spongoid	海绵状
detoxicator	麻药剂
detoxicator	麻醉剂
revanchist	恢复失地运动者
revanchist	复仇的
revanchist	复仇
disfluency	不流利
cholagogue	利胆剂
cholagogue	利胆的
cholagogue	利胆
contort	扭曲
contort	歪曲
ferrocyanide	氰亚铁酸盐
ferrocyanide	亚铁氰化物
debtor	债务人
frazzle	疲惫
frazzle	磨破
frazzle	破烂
frazzle	疲惫状态
multisense	多意义的
multisense	多意义
bondholder	债券持有人
bondholder	公司债所有者
bondholder	公债证书所有者
unpile	把……从一堆中拿掉
unpile	把拆掉
unpile	从一堆中离开
tricky	狡猾的
tricky	狡猾
tricky	机警的
tricky	机警
optimistic	乐观的
optimistic	乐观
garryowen	悬空高球
cotylosaur	杯龙
pcl	Printer
pcl	Control
pcl	Language
pcl	打印机控制语言
unsaturate	不饱和化合物
distractive	分散注意力的
distractive	分散注意力
distractive	扰乱的
distractive	扰乱
polemoniaceous	花荵科的
polemoniaceous	花荵科
tubing	装管
tubing	管道系统
tubing	管形材料
tubing	管状的
tubing	管状
tubing	管制的
tubing	管制
tubing	制管的
tubing	制管
huntsman	猎人
huntsman	管猎犬者
loggats	=loggets
popeye	凸出的眼睛
popeye	突眼
banzai	万岁!
inherit	继承
inherit	遗传而得
inherit	遗传而
suff	=suffragist
revocation	撤回
biophilia	热爱生命的天性
struldbrug	斯特勒尔布勒格
mpc	multimedia
mpc	Personal
mpc	Computer
mpc	多媒体个人计算机
lummy	顶呱呱的
lummy	顶呱呱
sinologist	汉学家
sinologist	研究中国文化者
grissel	格里塞尔
garfish	长嘴硬鳞鱼
garfish	雀鳝
camelot	英国传说中亚瑟王的宫殿所在之地
camelot	英国传说中亚瑟王的宫殿所在之
crabber	捕蟹者
crabber	捕蟹小船
crabber	专爱挑剔的人
yean	产小羊
totemist	崇拜图腾种族的人
inerratic	规则的
inerratic	规则
inerratic	稳定的
inerratic	稳定
inerratic	有固定规律的
inerratic	有固定规律
whether	是否
whether	不管
whether	无论
unhandsome	不好看的
unhandsome	不好看
unhandsome	不英俊的无礼的
unhandsome	不英俊的无礼
unhandsome	吝啬的
unhandsome	吝啬
required	必需的
required	必需
reveal	展现
reveal	显示
reveal	揭示
reveal	暴露
accruement	=accrual
acataleptic	不能理解的
acataleptic	不能理解
acataleptic	不可知的
acataleptic	不可知
deflector	变流装置
deflector	偏针仪
inche	先生
antienvironment	反环境艺术品
frumentaceous	谷物的
frumentaceous	谷物
frumentaceous	似谷物的
frumentaceous	似谷物
frumentaceous	谷类制的
frumentaceous	谷类制
chinchy	吝啬的
chinchy	吝啬
chinchy	便宜的
chinchy	便宜
tranquilizer	镇定剂
tranquilizer	使镇定的人或物
achromatism	无色
achromatism	消色差性
declarant	声明者
declarant	在法庭中正式宣告愿加入美国国籍者
mamaluke	=Mameluke
leptodactylous	有细长脚趾的
leptodactylous	有细长脚趾
congenially	意气相投地
congenially	意气相投
rent	租
rent	租借
rent	出租
rent	租金
connubial	婚姻的
connubial	婚姻
connubial	夫妇的
connubial	夫妇
connubial	配偶的
connubial	配偶
tangy	强烈盐味的
tangy	强烈盐味
tangy	扑鼻的
tangy	扑鼻
tangy	有刺激性的
tangy	有刺激性
ambulate	走动
modicum	少量
modicum	一点点
unmask	脱去假面具
unmask	撕下……的假面具
unmask	揭露
unmask	暴露
mantua	女用外套
exanimo	出自内心地
exanimo	出自内心
exanimo	真诚地
exanimo	真诚
subsequential	=subsequent
mismarriage	不相配的婚姻
complainingly	诉苦地
complainingly	诉苦
complainingly	抱怨地
complainingly	抱怨
antihyperon	反超子
aeroneurosis	航空神经症
fascia	带
fascia	饰带招牌
fascia	汽车仪表板
fascia	绷带
hair	头发
hair	毛发
hair	毛状物
hair	绒毛
hair	些微
newlywed	新婚的人
newlywed	新婚夫妇
complex	复杂的
complex	复杂
complex	合成的
complex	合成
complex	综合的
complex	综合
complex	联合体
suds	肥皂水
suds	泡沫
suds	啤酒
suds	在肥皂水中洗
suds	形成起泡肥皂水
suds	不明原因瘁死综合症
suds	SUDS
untouched	未触及的
untouched	未触及
untouched	未改变的
untouched	未改变
untouched	不受感动的
untouched	不受感动
untouched	无与伦比的
untouched	无与伦比
nonconfidence	不信任
mark	标志
mark	分数
mark	痕迹
mark	记号
mark	做标记于
mark	打分数
mark	标志
mark	作记号
mark	Mark
mark	马克
wormlike	像虫的
wormlike	像虫
wormlike	虫一样蠕动的
wormlike	虫一样蠕动
hern	苍鹭
alegar	麦牙醋
alegar	啤酒醋
withhold	使停止
withhold	拒给
withhold	保留
withhold	抑制
withhold	忍住
precast	预浇制
precast	预制的
precast	预制
coryneform	棒状杆菌的
coryneform	棒状杆菌
coryneform	似棒状杆菌的
coryneform	似棒状杆菌
ermengarde	厄门加德
monophagia	偏食
carborundum	碳化硅
carborundum	金刚砂
balsamiferous	生香油的
balsamiferous	生香油
precentor	领唱人
aveline	艾夫琳
iorm	Improved
iorm	Order
iorm	of
iorm	Red
iorm	Men
iorm	红人改进会
aconitase	顺乌头酸酶
redetermination	重新决定
redetermination	再决定
sarsaparilla	撒尔沙植物
sarsaparilla	由撒尔沙根中提炼的药
dermatome	皮刀
dermatome	皮片
honoree	领奖人
honoree	主宾
filmfest	电影节
smiling	微笑的
smiling	微笑
smiling	晴朗美好的
smiling	晴朗美好
hark	听
helminthic	肠虫的
helminthic	肠虫
helminthic	驱虫的
helminthic	驱虫
helminthic	驱虫剂
helminthic	杀虫药
lemur	狐猴
marchese	侯爵
azania	阿扎尼亚(非洲人对南非
potamometer	流速计
potamometer	测流计
languor	衰弱无力
electrocircuit	电路
effervescent	冒泡的
effervescent	冒泡
effervescent	兴奋的
effervescent	兴奋
shenanigan	恶作剧
shenanigan	诡计
humblebee	大黄蜂
humblebee	土蜂
offload	卸下
offload	卸货
frogbit	马尿花
frogbit	一种热带美洲水生飘浮植物
morphophoneme	形态音位
morphophoneme	词素音位
leucopenia	白血球减少症
babyish	幼稚的
babyish	幼稚
babyish	愚蠢的
babyish	愚蠢
babyish	稚气的
babyish	稚气
estrogenicity	动情性
estrogenicity	动情力
philhellenist	爱好希腊的人
